artist_name,album_name,track_name,search_term,track_uri,t_uri,genres,filtered_genres,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Brian McKnight,Gemini,Your Song,"Brian McKnight, Your Song",spotify:track:50UvGURiUkyAsWuAxXFclv,50UvGURiUkyAsWuAxXFclv,dance pop|neo soul|new jack swing|quiet storm|r&b|urban contemporary,pop|soul|r&b|dance,spotify:track:50UvGURiUkyAsWuAxXFclv,0.668,0.544,0.476,0.000168,0.284,-10.412,0.0485,0.33071896,0.257
Ray Davies,See My Friends [International Version]/International Version,Long Way From Home,"Ray Davies, Long Way From Home",spotify:track:6MMwDIPQBM1LcF7ZFHfuec,6MMwDIPQBM1LcF7ZFHfuec,folk rock,rock|folk,spotify:track:6MMwDIPQBM1LcF7ZFHfuec,0.0356,0.502,0.492,5.33E-06,0.0693,-7.224,0.0267,0.438757822,0.0946
Liquid Sky,Berlin City Adventures,Walking,"Liquid Sky, Walking",spotify:track:45VZcYfLFc93300snSbp06,45VZcYfLFc93300snSbp06,gothic metal|gothic symphonic metal,metal,spotify:track:45VZcYfLFc93300snSbp06,0.442,0.765,0.795,0.9,0.107,-11.382,0.0773,0.62200284,0.718
John Grant,Queen of Denmark - CD2,Fireflies,"John Grant, Fireflies",spotify:track:0bRkl3jcSoLuzIuwHW1jWJ,0bRkl3jcSoLuzIuwHW1jWJ,chamber psych|freak folk,folk,spotify:track:0bRkl3jcSoLuzIuwHW1jWJ,0.934,0.471,0.229,0.0032,0.101,-8.653,0.032,0.523298679,0.217
Epica,Requiem for the Indifferent,Anima,"Epica, Anima",spotify:track:1Y2XEuIIxSmgQhP4uUqUMx,1Y2XEuIIxSmgQhP4uUqUMx,dutch metal|gothic metal|gothic symphonic metal|neo classical metal|opera metal|power metal|progressive metal|symphonic metal,classical|metal,spotify:track:1Y2XEuIIxSmgQhP4uUqUMx,0.988,0.551,0.144,0.919,0.161,-26.866,0.0337,0.403259979,0.49
Kamelot,Myths & Legends Of Kamelot,We Three Kings,"Kamelot, We Three Kings",spotify:track:3FgKZqfFnaMoD54WnuNzYV,3FgKZqfFnaMoD54WnuNzYV,gothic symphonic metal|melodic metal|metal|neo classical metal|power metal|progressive metal|symphonic metal,classical|metal,spotify:track:3FgKZqfFnaMoD54WnuNzYV,0.00809,0.0958,0.462,0.66,0.101,-13.4,0.036,0.796226702,0.0638
The National,Boxer,Run,"The National, Run",spotify:track:4CwpP3vWh0f5VsEmvdOWib,4CwpP3vWh0f5VsEmvdOWib,indie rock|modern rock,rock|indie,spotify:track:4CwpP3vWh0f5VsEmvdOWib,0.869,0.583,0.441,0.557,0.117,-10.321,0.0325,0.604860853,0.349
Beseech,...From a Bleeding Heart,Dimension,"Beseech, Dimension",spotify:track:5BbcChh55jFpkVFNP6H9vN,5BbcChh55jFpkVFNP6H9vN,gothic metal,metal,spotify:track:5BbcChh55jFpkVFNP6H9vN,0.00545,0.47,0.774,0.0727,0.274,-7.747,0.0389,0.508839747,0.266
The Art of Noise,Below the Waste,Spit,"The Art of Noise, Spit",spotify:track:7rQafsUgn0eobx9hQpsgT8,7rQafsUgn0eobx9hQpsgT8,dance rock|new romantic|new wave|new wave pop|synthpop,pop|rock|dance,spotify:track:7rQafsUgn0eobx9hQpsgT8,0.022,0.775,0.425,0.523,0.244,-17.799,0.0743,0.497314706,0.401
Bernard Butler,Friends and Lovers,Cocoon,"Bernard Butler, Cocoon",spotify:track:0opVYezIGQevdv4FijM9QC,0opVYezIGQevdv4FijM9QC,britpop,pop,spotify:track:0opVYezIGQevdv4FijM9QC,0.0889,0.194,0.667,0,0.169,-5.982,0.0343,0.825592489,0.386
America,Holiday,You,"America, You",spotify:track:7b7kOUu2KmSDCy6Ebglidg,7b7kOUu2KmSDCy6Ebglidg,alternative emo|emo|heartland rock|indie punk|melodic hardcore|orgcore|philly indie|pop punk|punk|skate punk,pop|rock|indie,spotify:track:7b7kOUu2KmSDCy6Ebglidg,0.00811,0.468,0.972,0.00103,0.46,-3.327,0.0521,0.535925609,0.6
Frenzal Rhomb,Not So Tough Now,Jesus,"Frenzal Rhomb, Jesus",spotify:track:3bAWnizPkum2weiJIJEKBv,3bAWnizPkum2weiJIJEKBv,australian alternative rock|melodic hardcore|punk|skate punk,rock,spotify:track:3bAWnizPkum2weiJIJEKBv,0.0266,0.491,0.969,0,0.292,-3.716,0.112,0.408603692,0.695
Fleetwood Mac,Tusk Disc 1,Over & Over,"Fleetwood Mac, Over & Over",spotify:track:4SUF4kyuSX9siVjzpjEibr,4SUF4kyuSX9siVjzpjEibr,album rock|classic rock|mellow gold|rock|soft rock|yacht rock,rock,spotify:track:4SUF4kyuSX9siVjzpjEibr,0.346,0.733,0.212,0.271,0.0742,-13.685,0.0292,0.378315185,0.498
Miriam Stockley,Second Nature,Butterfly,"Miriam Stockley, Butterfly",spotify:track:6EKMJonGxNMGYnrTpa7rNN,6EKMJonGxNMGYnrTpa7rNN,celtic|new age|operatic pop,pop,spotify:track:6EKMJonGxNMGYnrTpa7rNN,0.271,0.603,0.621,0.22,0.0972,-12.042,0.0359,0.407524199,0.693
Fail,Fail,Nothing,"Fail, Nothing",spotify:track:6ZUDEcfkOP6R9g6noBrIW4,6ZUDEcfkOP6R9g6noBrIW4,dance pop|pop,pop|dance,spotify:track:6ZUDEcfkOP6R9g6noBrIW4,0.181,0.671,0.594,0.000183,0.0898,-6.552,0.029,0.411743627,0.229
Alerta,Alerta,Control,"Alerta, Control",spotify:track:3AlqetzkApXWUFt1NnatYu,3AlqetzkApXWUFt1NnatYu,colombian rock|latin rock|reggae en espanol,rock,spotify:track:3AlqetzkApXWUFt1NnatYu,0.136,0.834,0.743,0,0.0449,-6.524,0.0997,0.475048488,0.939
Paul Carrack,"Old, New, Borrowed and Blue",Ride On,"Paul Carrack, Ride On",spotify:track:4fmai9GeCXsy0DvVrZFZi1,4fmai9GeCXsy0DvVrZFZi1,dutch pop|dutch rock|electro jazz|nu jazz,pop|rock|jazz,spotify:track:4fmai9GeCXsy0DvVrZFZi1,0.671,0.767,0.451,2.26E-06,0.111,-8.731,0.0252,0.403201749,0.713
Soul of Steel,Destiny,Endless Night,"Soul of Steel, Endless Night",spotify:track:1tXcn8AoybscrI8LZ3jplt,1tXcn8AoybscrI8LZ3jplt,italian power metal,metal,spotify:track:1tXcn8AoybscrI8LZ3jplt,0.000198,0.458,0.967,0.000435,0.0994,-4.69,0.113,0.425660573,0.227
of Montreal,The Sunlandic Twins,Knight Rider,"of Montreal, Knight Rider",spotify:track:7hd40zhjLb8rZNNoWtyxkX,7hd40zhjLb8rZNNoWtyxkX,alternative dance|alternative rock|anti-folk|art pop|athens indie|baroque pop|dance-punk|e6fi|freak folk|indie pop|indie rock|lo-fi|modern rock|new rave,rock|folk|dance|pop|indie,spotify:track:7hd40zhjLb8rZNNoWtyxkX,0.363,0.504,0.468,0.651,0.0997,-12.814,0.0357,0.681486923,0.5
Jeremy Fisher,Flood,Umbrella,"Jeremy Fisher, Umbrella",spotify:track:1vcTMrfndo7F0yPoBxf7U3,1vcTMrfndo7F0yPoBxf7U3,canadian indie|canadian singer-songwriter,indie,spotify:track:1vcTMrfndo7F0yPoBxf7U3,0.714,0.595,0.315,0,0.196,-11.59,0.0291,0.336192571,0.471
Dimension Zero,He Who Shall Not Bleed,Unto Others,"Dimension Zero, Unto Others",spotify:track:0UaUXNJCQSquqNWR0jOr8Q,0UaUXNJCQSquqNWR0jOr8Q,gothenburg metal|melodic death metal,metal,spotify:track:0UaUXNJCQSquqNWR0jOr8Q,2.30E-06,0.495,0.979,0.675,0.271,-3.037,0.122,0.573470457,0.657
Converge,Jane Doe (33rpm Vinyl Rip),Heaven in Her Arms,"Converge, Heaven in Her Arms",spotify:track:1Pcurp1l7WQMZ9gTUYeGcG,1Pcurp1l7WQMZ9gTUYeGcG,boston hardcore|chaotic hardcore|mathcore|melodic hardcore|metalcore|post-hardcore|screamo,metal,spotify:track:1Pcurp1l7WQMZ9gTUYeGcG,1.93E-06,0.136,0.975,0.0297,0.359,-4.291,0.14,0.856400586,0.273
Karlheinz Stockhausen,Gruppen (1957),1957,"Karlheinz Stockhausen, 1957",spotify:track:4EbNViIFAOVmLlTqYWw7LP,4EbNViIFAOVmLlTqYWw7LP,acousmatic|avant-garde|contemporary classical|free improvisation|german contemporary classical|laboratorio|serialism,classical,spotify:track:4EbNViIFAOVmLlTqYWw7LP,0.971,0.4,0.0712,0.153,0.0621,-14.975,0.0451,0.620027502,0.0926
Cronian,Terra,Illumine,"Cronian, Illumine",spotify:track:0Pk4ZROySwBvEUKeriqo3c,0Pk4ZROySwBvEUKeriqo3c,norwegian metal,metal,spotify:track:0Pk4ZROySwBvEUKeriqo3c,0.000631,0.196,0.789,0.00526,0.221,-5.63,0.0521,0.762099501,0.0548
Keb' Mo,Big Wide Grin,Big Yellow Taxi,"Keb' Mo, Big Yellow Taxi",spotify:track:6PcA4W3mohxoPlSSXsU9io,6PcA4W3mohxoPlSSXsU9io,blues|blues rock|country blues|country rock|electric blues|modern blues|piedmont blues|traditional blues,blues|edm|rock,spotify:track:6PcA4W3mohxoPlSSXsU9io,0.844,0.629,0.261,1.87E-05,0.0946,-14.909,0.134,0.767653738,0.658
Bibio,Bibio - Ambivalence Avenue,Dwrcan,"Bibio, Dwrcan",spotify:track:4vlm6ddCBd42uCoJvq16S4,4vlm6ddCBd42uCoJvq16S4,ambient folk|chillwave|downtempo|electronica|folktronica|indie soul|indietronica,electronica|folk|soul|indie,spotify:track:4vlm6ddCBd42uCoJvq16S4,0.192,0.423,0.736,0.845,0.0939,-5.295,0.296,0.410337151,0.361
Black Eyed Peas,The Beginning - Deluxe Edition,XOXOXO,"Black Eyed Peas, XOXOXO",spotify:track:0DS7fFqiQhSDzaVVpDvNQv,0DS7fFqiQhSDzaVVpDvNQv,dance pop|pop|pop rap,pop|rap|dance,spotify:track:0DS7fFqiQhSDzaVVpDvNQv,0.413,0.686,0.83,9.42E-06,0.218,-6.309,0.397,0.257340327,0.327
Samantha Jade,Soldier - Single,Soldier,"Samantha Jade, Soldier",spotify:track:1pGQIUrEXuLKhDHPFlqDnC,1pGQIUrEXuLKhDHPFlqDnC,australian pop|australian talent show,pop,spotify:track:1pGQIUrEXuLKhDHPFlqDnC,0.113,0.541,0.949,0,0.12,-3.071,0.154,0.627521243,0.431
Tierney Sutton,After Blue,Woodstock,"Tierney Sutton, Woodstock",spotify:track:0OVmTjV0Kqe3MQ0mOLi9oq,0OVmTjV0Kqe3MQ0mOLi9oq,contemporary vocal jazz|vocal jazz,jazz,spotify:track:0OVmTjV0Kqe3MQ0mOLi9oq,0.984,0.443,0.143,0.439,0.0874,-14.29,0.0371,0.493390906,0.153
Bitter:Sweet,The Break Up,Lovely Day,"Bitter:Sweet, Lovely Day",spotify:track:2qMX2Fea2hkYqutrD5sy0Q,2qMX2Fea2hkYqutrD5sy0Q,electronica|jazztronica|trip hop,jazz|electronica,spotify:track:2qMX2Fea2hkYqutrD5sy0Q,0.704,0.772,0.505,2.17E-05,0.124,-8.46,0.0277,0.512844172,0.534
Buscemi,The Lounge Box 2,Seaside,"Buscemi, Seaside",spotify:track:3c1DQEvFPTwFmoLjmsZNyX,3c1DQEvFPTwFmoLjmsZNyX,belgian pop|belgian rock,pop|rock,spotify:track:3c1DQEvFPTwFmoLjmsZNyX,0.44,0.762,0.902,0.549,0.177,-6.368,0.0852,0.555396792,0.581
"Tyler, the Creator",Goblin,Nightmare,"Tyler, the Creator, Nightmare",spotify:track:4exAtvrz0nTgJYW0Ufcp8w,4exAtvrz0nTgJYW0Ufcp8w,hip hop|rap,hip hop|rap,spotify:track:4exAtvrz0nTgJYW0Ufcp8w,0.0143,0.647,0.627,0,0.14,-10.555,0.458,0.393365375,0.636
Rick Ross,Port Of Miami,Street Life,"Rick Ross, Street Life",spotify:track:0UCcnXVYoOr8UEL0Au5yAP,0UCcnXVYoOr8UEL0Au5yAP,dirty south rap|gangster rap|hip hop|pop rap|rap|southern hip hop|trap,hip hop|pop|rap,spotify:track:0UCcnXVYoOr8UEL0Au5yAP,0.0209,0.699,0.664,0,0.0813,-7.828,0.17,0.44781929,0.505
Dark Funeral,2009 - Angelus Exuro Pro Eternus,In My Dreams,"Dark Funeral, In My Dreams",spotify:track:77DnLoDG4IGbchLeqkEPLQ,77DnLoDG4IGbchLeqkEPLQ,black metal|dark black metal|metal|swedish black metal|swedish metal|symphonic black metal,metal,spotify:track:77DnLoDG4IGbchLeqkEPLQ,1.01E-06,0.364,0.964,0.783,0.327,-4.648,0.0784,0.560010392,0.0562
The O.C. Supertones,Hi-Fi Revival,Attitude,"The O.C. Supertones, Attitude",spotify:track:5GGZ2VQPzxWckLWVAH1xQK,5GGZ2VQPzxWckLWVAH1xQK,christian alternative rock|christian music|christian punk,rock,spotify:track:5GGZ2VQPzxWckLWVAH1xQK,0.000541,0.552,0.873,0.0121,0.128,-3.726,0.0599,0.53303651,0.834
Blur,All The People - Blur Live At Hyde Park 02 July 2009,Jubilee,"Blur, Jubilee",spotify:track:5R7Vhx8xJyzi5r5tLLrlPS,5R7Vhx8xJyzi5r5tLLrlPS,alternative rock|britpop|dance rock|madchester|modern rock|permanent wave|pop rock|rock,pop|rock|dance,spotify:track:5R7Vhx8xJyzi5r5tLLrlPS,0.00158,0.512,0.943,0,0.134,-5.741,0.106,0.583105266,0.498
Parquet Courts,Light Up Gold,Yr No Stoner,"Parquet Courts, Yr No Stoner",spotify:track:4dfwWgZteUZsFXTgCgFHFX,4dfwWgZteUZsFXTgCgFHFX,alternative rock|brooklyn indie|denton tx indie|freak folk|garage psych|indie garage rock|indie rock|modern rock|neo-psychedelic|new rave|noise pop,pop|rock|folk|indie,spotify:track:4dfwWgZteUZsFXTgCgFHFX,0.33,0.555,0.874,0.0511,0.132,-7.236,0.0522,0.548843689,0.664
Callenish Circle,Forbidden Empathy (CD 2),Lovelorn,"Callenish Circle, Lovelorn",spotify:track:73aEt3RaXf06WPgXfSf1ns,73aEt3RaXf06WPgXfSf1ns,dutch death metal|dutch metal|melodic death metal,metal,spotify:track:73aEt3RaXf06WPgXfSf1ns,0.000597,0.375,0.88,0.102,0.116,-7.458,0.14,0.621881901,0.347
Lisa Loeb,Maybe This Christmas Tree,Jingle Bells,"Lisa Loeb, Jingle Bells",spotify:track:2l4zUBoI23REu6NBqqAH9p,2l4zUBoI23REu6NBqqAH9p,lilith|new wave pop|pop rock|singer-songwriter,pop|rock,spotify:track:2l4zUBoI23REu6NBqqAH9p,0.132,0.645,0.686,0,0.0415,-7.472,0.0259,0.411989984,0.833
Electrelane,Rock It to the Moon,Mother,"Electrelane, Mother",spotify:track:6F5uYw5Aqh4hhDVWBUp7U8,6F5uYw5Aqh4hhDVWBUp7U8,british alternative rock,rock,spotify:track:6F5uYw5Aqh4hhDVWBUp7U8,0.0636,0.244,2.20E-05,0.343,0.122,-6.135,0.0452,0.561031655,0.0459
Com Truise,Cyanide Sisters,Slow Peels,"Com Truise, Slow Peels",spotify:track:0ncGSQJEwgZ7qLIjQVdHXx,0ncGSQJEwgZ7qLIjQVdHXx,chillwave|indietronica|vaporwave,indie,spotify:track:0ncGSQJEwgZ7qLIjQVdHXx,0.0914,0.568,0.662,0.459,0.317,-10.651,0.257,0.779102632,0.475
The Lovely Eggs,If You Were Fruit,O Death,"The Lovely Eggs, O Death",spotify:track:78a4rVf3lh5vxOltJ49uHl,78a4rVf3lh5vxOltJ49uHl,anti-folk|chamber psych|lancashire indie|psychedelic punk,folk|indie,spotify:track:78a4rVf3lh5vxOltJ49uHl,0.0312,0.65,0.798,0.141,0.319,-4.645,0.0645,0.551338616,0.726
G.Squad,Copper Shot - Bounce - vinyl,Bounce,"G.Squad, Bounce",spotify:track:1yEwsHl8fBoQvKpwVd5THA,1yEwsHl8fBoQvKpwVd5THA,chopped and screwed|crunk|dirty south rap|gangster rap|hip hop|houston rap|pop rap|rap|southern hip hop|trap,hip hop|pop|rap,spotify:track:1yEwsHl8fBoQvKpwVd5THA,0.0104,0.722,0.618,0,0.132,-6.575,0.0441,0.694172083,0.224
Shattered Realm,Broken Ties Spoken Lies,Medusa,"Shattered Realm, Medusa",spotify:track:3TZc11WTkWEif3TzHIX2J4,3TZc11WTkWEif3TzHIX2J4,beatdown|hardcore|metallic hardcore|new jersey hardcore,metal,spotify:track:3TZc11WTkWEif3TzHIX2J4,4.93E-05,0.325,0.812,0.104,0.119,-5.165,0.0581,0.342324627,0.289
Molly Zenobia,Wind Chains,Hello,"Molly Zenobia, Hello",spotify:track:5qU11gK8cBx7ukPziB0Xm4,5qU11gK8cBx7ukPziB0Xm4,ectofolk,folk,spotify:track:5qU11gK8cBx7ukPziB0Xm4,0.613,0.413,0.487,0.000689,0.176,-8.033,0.0395,0.5160289,0.152
Anti-Flag,New Kind Of Army,Police Story,"Anti-Flag, Police Story",spotify:track:4HApYT8K343XLOieDWSRDH,4HApYT8K343XLOieDWSRDH,melodic hardcore|pop punk|punk|ska punk|skate punk,pop,spotify:track:4HApYT8K343XLOieDWSRDH,0.00215,0.364,0.892,0.407,0.627,-3.976,0.171,0.697674835,0.896
Eldrine,Fake Reality,Shadow,"Eldrine, Shadow",spotify:track:3jWleNIdSmoxhbwX7UNMon,3jWleNIdSmoxhbwX7UNMon,georgian pop,pop,spotify:track:3jWleNIdSmoxhbwX7UNMon,6.51E-05,0.494,0.837,0,0.493,-5.465,0.0423,0.595275315,0.59
Papa Roach,The Paramount Sessions,The Fire,"Papa Roach, The Fire",spotify:track:3H7GgCIOdk14j4wchB5qJl,3H7GgCIOdk14j4wchB5qJl,alternative metal|nu metal|pop punk|post-grunge|rap metal|rap rock,metal|pop|rock|rap,spotify:track:3H7GgCIOdk14j4wchB5qJl,0.00288,0.592,0.862,0,0.115,-4.086,0.0343,0.515065867,0.531
Bella Ruse,"Those Were Good Times, Weren't They?",Fool,"Bella Ruse, Fool",spotify:track:6CRpcL2Q60cYHfty4rns2p,6CRpcL2Q60cYHfty4rns2p,indie singer-songwriter,indie,spotify:track:6CRpcL2Q60cYHfty4rns2p,0.6,0.845,0.549,0.00126,0.0977,-8.545,0.0893,0.582124316,0.533
Loreena McKennitt,"Celtic Twilight, Vol. I",Twilight,"Loreena McKennitt, Twilight",spotify:track:4dfBdAR7kjYmJIz573tv2G,4dfBdAR7kjYmJIz573tv2G,canadian celtic|celtic|medieval folk|new age|world,folk,spotify:track:4dfBdAR7kjYmJIz573tv2G,0.954,0.072,0.0614,0.423,0.0898,-17.901,0.0403,0.343964023,0.0395
Decoded Feedback,Overdosing,No Way Out,"Decoded Feedback, No Way Out",spotify:track:6AqaM3MYhvb4GltuA0NWjh,6AqaM3MYhvb4GltuA0NWjh,aggrotech|dark electro|ebm|electro-industrial|futurepop,pop,spotify:track:6AqaM3MYhvb4GltuA0NWjh,0.000767,0.559,0.843,0.941,0.072,-5.924,0.0367,0.560046226,0.0894
Mel Tormé,The Velvet Frog: The Very Best of Mel Torme,My Funny Valentine,"Mel Tormé, My Funny Valentine",spotify:track:21exYniwC7WHjgeEYsRiTp,21exYniwC7WHjgeEYsRiTp,adult standards|big band|cool jazz|easy listening|lounge|swing|vocal jazz,jazz,spotify:track:21exYniwC7WHjgeEYsRiTp,0.98,0.424,0.0682,0.0785,0.239,-17.482,0.0391,0.345025599,0.316
Elbow,Rolling Stone Weekender 2011,Lippy Kids,"Elbow, Lippy Kids",spotify:track:3Ki2I2Gt09IuDNe4ZNw7J1,3Ki2I2Gt09IuDNe4ZNw7J1,britpop|chamber pop|indie rock|modern rock|neo mellow|rock,pop|rock|indie,spotify:track:3Ki2I2Gt09IuDNe4ZNw7J1,0.966,0.426,0.194,0.0351,0.0809,-14.839,0.0325,0.694172083,0.141
Kyuss,And the Circus Leaves Town,One Inch Man,"Kyuss, One Inch Man",spotify:track:1WPAQR4AGJq9LmZOI6KEax,1WPAQR4AGJq9LmZOI6KEax,alternative metal|alternative rock|grunge|palm desert scene|rock|space rock|stoner metal|stoner rock,metal|rock,spotify:track:1WPAQR4AGJq9LmZOI6KEax,0.155,0.559,0.786,0.874,0.123,-9.437,0.0492,0.438744384,0.319
Red,End of Silence [Deluxe Edition] [Bonus DVD] Disc 1,Break Me Down,"Red, Break Me Down",spotify:track:5EjcvVN2UvEbFp3pEX8vFP,5EjcvVN2UvEbFp3pEX8vFP,alternative metal|christian alternative rock|christian rock|nu metal|post-grunge|rap rock,metal|rock|rap,spotify:track:5EjcvVN2UvEbFp3pEX8vFP,0.000604,0.478,0.819,0.000874,0.234,-5.827,0.037,0.474461709,0.151
The Paladins,The Paladins,Let's Go,"The Paladins, Let's Go",spotify:track:3ydUOSnL2sLtsbPBVsWRIW,3ydUOSnL2sLtsbPBVsWRIW,rockabilly,rock,spotify:track:3ydUOSnL2sLtsbPBVsWRIW,0.000855,0.259,0.666,0.00029,0.748,-13.007,0.0488,0.746699932,0.784
Bryan Ferry & Roxy Music,More Than This: The Best Of Bryan Ferry And Roxy Music,I Put a Spell on You,"Bryan Ferry & Roxy Music, I Put a Spell on You",spotify:track:332aLyB2kP89E35XUfEjYq,332aLyB2kP89E35XUfEjYq,album rock|art rock|dance rock|glam rock|melancholia|mellow gold|new romantic|new wave|new wave pop|rock|soft rock,pop|rock|dance,spotify:track:332aLyB2kP89E35XUfEjYq,0.0196,0.679,0.738,0.589,0.132,-8.784,0.0251,0.491460361,0.826
Mia Dyson,Cold Water,Return,"Mia Dyson, Return",spotify:track:3a0x5vhEf1qL5u6QfUsEhq,3a0x5vhEf1qL5u6QfUsEhq,australian blues|australian singer-songwriter,blues,spotify:track:3a0x5vhEf1qL5u6QfUsEhq,0.623,0.326,0.221,1.16E-05,0.11,-9.536,0.0292,0.53159868,0.107
Plane One,Heaven Dies Inside My Life [volume one],You,"Plane One, You",spotify:track:3OO6rLLpPq2ps8nqPrIgXU,3OO6rLLpPq2ps8nqPrIgXU,indie pop|new jersey indie,pop|indie,spotify:track:3OO6rLLpPq2ps8nqPrIgXU,0.781,0.357,0.41,0.617,0.125,-12.721,0.0332,0.634132576,0.494
Locksley,Don't Make Me Wait [Bonus Tracks],Let Me Know,"Locksley, Let Me Know",spotify:track:1Ay7z1gCqgb3pJIPN3YBdb,1Ay7z1gCqgb3pJIPN3YBdb,modern power pop,pop,spotify:track:1Ay7z1gCqgb3pJIPN3YBdb,0.000468,0.397,0.903,0,0.373,-4.303,0.0644,0.680864311,0.825
My Chemical Romance,Danger Days: The True Lives Of The Fabulous Killjoys [Explicit],Party Poison,"My Chemical Romance, Party Poison",spotify:track:1RT6zSjs59gJdFfUshT465,1RT6zSjs59gJdFfUshT465,emo|modern rock|pop punk,pop|rock,spotify:track:1RT6zSjs59gJdFfUshT465,0.0033,0.413,0.988,0.00334,0.471,-2.165,0.0745,0.729907325,0.642
Tinsley Ellis,Fire It Up,Everyday,"Tinsley Ellis, Everyday",spotify:track:2PX8j9CV7yqlLNS0GfIA2b,2PX8j9CV7yqlLNS0GfIA2b,blues|blues rock|electric blues|memphis blues|modern blues|modern blues rock,blues|rock,spotify:track:2PX8j9CV7yqlLNS0GfIA2b,0.111,0.708,0.422,0.000152,0.0297,-13.062,0.0288,0.429871043,0.676
Peter Gabriel,Big Blue Ball,Shadow,"Peter Gabriel, Shadow",spotify:track:4xgjEshxA1Y3YrnbvY9PP3,4xgjEshxA1Y3YrnbvY9PP3,album rock|art pop|art rock|classic rock|dance rock|mellow gold|permanent wave|rock|soft rock|symphonic rock,pop|rock|dance,spotify:track:4xgjEshxA1Y3YrnbvY9PP3,0.202,0.449,0.499,0.0716,0.365,-8.969,0.0294,0.655135653,0.39
